Straße;Hausnummernbereich;PLZ;Stadtteil
"Richard-Zörner-Straße";"1 - 2";"51429";"Lückerath"
"Richard-Zörner-Straße";"2 - 2";"51429";"Lückerath"
"Richard-Zörner-Straße";"3 - 3";"51429";"Lückerath"
"Richard-Zörner-Straße";"4 - 4";"51429";"Lückerath"
"Richard-Zörner-Straße";"5 - 17";"51429";"Lückerath"
"Richard-Zörner-Straße";"24 - 42";"51429";"Lückerath"
"Riedweg";"2 - 10";"51429";"Bensberg"
"Riedweg";"5 - 13";"51429";"Bensberg"
"Rinderweg";"1 - 9";"51427";"Refrath"
"Rinderweg";"4 - 10";"51427";"Refrath"
"Risch";"3 - 6";"51467";"Romaney"
"Risch";"7 - 8";"51467";"Romaney"
"Risch";"11 - 11";"51467";"Romaney"
"Rispenweg";"1 - 15";"51469";"Paffrath"
"Rispenweg";"2 - 14";"51469";"Paffrath"
"Ritzenberg";"1 - 9";"51429";"Bensberg"
"Ritzenberg";"14 - 16";"51429";"Bensberg"
"Ritzenberg";"20 - 26";"51429";"Bensberg"
"Robert-Schuman-Straße";"1 - 11";"51469";"Gronau"
"Robert-Schuman-Straße";"2 - 2";"51469";"Gronau"
"Robert-Schuman-Straße";"6 - 12";"51469";"Gronau"
"Robert-Schuman-Straße";"13 - 23";"51469";"Gronau"
"Robert-Schuman-Straße";"14 - 44";"51469";"Gronau"
"Robert-Schuman-Straße";"25 - 27";"51469";"Gronau"
"Rodemich";"1 - 25";"51469";"Gronau"
"Rodemich";"6 - 10";"51469";"Gronau"
"Rodemich";"12 - 46";"51469";"Gronau"
"Roggenacker";"1 - 23";"51467";"Hebborn"
"Romaney";"1 - 5";"51467";"Romaney"
"Romaney";"8 - 46";"51467";"Romaney"
"Romaney";"23 - 57";"51467";"Romaney"
"Romaney";"54 - 54";"51467";"Romaney"
"Romaneyer Höhe";"2 - 12";"51467";"Romaney"
"Romaneyer Höhe";"5 - 17";"51467";"Romaney"
"Romaneyer Straße";"4 - 40";"51467";"Hebborn"
"Romaneyer Straße";"19 - 45";"51467";"Hebborn"
"Romaneyer Straße";"100 - 100";"51467";"Hebborn"
"Romaneyer Straße";"146 - 160";"51467";"Romaney"
"Romaneyer Straße";"168 - 178";"51467";"Romaney"
"Romaneyer Straße";"180 - 194";"51467";"Romaney"
"Romaneyer Straße";"191 - 191";"51467";"Romaney"
"Römerfeld";"1 - 17";"51467";"Nußbaum"
"Römerfeld";"2 - 16";"51467";"Nußbaum"
"Rommerscheid";"2 - 28";"51465";"Stadtmitte"
"Rommerscheid";"3 - 43";"51465";"Stadtmitte"
"Rommerscheider Höhe";"1 - 7";"51465";"Stadtmitte"
"Rommerscheider Höhe";"2 - 40";"51465";"Stadtmitte"
"Rommerscheider Höhe";"11 - 75";"51465";"Stadtmitte"
"Rommerscheider Höhe";"42 - 52";"51465";"Stadtmitte"
"Rommerscheider Höhe";"54 - 80";"51465";"Stadtmitte"
"Rommerscheider Höhe";"77 - 91";"51465";"Stadtmitte"
"Rommerscheider Straße";"3 - 25";"51465";"Stadtmitte"
"Rommerscheider Straße";"6 - 14";"51465";"Stadtmitte"
"Rommerscheider Straße";"22 - 44";"51465";"Stadtmitte"
"Rommerscheider Straße";"31 - 33";"51465";"Stadtmitte"
"Rommerscheider Straße";"37 - 115";"51465";"Stadtmitte"
"Rommerscheider Straße";"46 - 138";"51465";"Stadtmitte"
"Rommerscheider Straße";"119 - 157";"51465";"Stadtmitte"
"Röntgenstraße";"1 - 11";"51465";"Stadtmitte"
"Röntgenstraße";"4 - 10";"51465";"Stadtmitte"
"Röntgenstraße";"18 - 18";"51465";"Stadtmitte"
"Rosenhag";"1 - 17";"51469";"Gronau"
"Rosenhag";"2 - 10";"51469";"Gronau"
"Rosenhecke";"1 - 25";"51429";"Bensberg"
"Rosenhecke";"2 - 12";"51429";"Bensberg"
"Rosenhecke";"14 - 28";"51429";"Bensberg"
"Rosenhecke";"27 - 39";"51429";"Bensberg"
"Rosenhecke";"30 - 40";"51429";"Bensberg"
"Rosenstraße";"1 - 19";"51427";"Frankenforst"
"Rosenstraße";"4 - 36";"51427";"Frankenforst"
"Rosenstraße";"21 - 39";"51427";"Frankenforst"
"Rosenthaler Weg";"1 - 3";"51465";"Herrenstrunden"
"Rosenthaler Weg";"8 - 20";"51465";"Herrenstrunden"
"Rotdornbusch";"1 - 23";"51467";"Katterbach"
"Rotdornbusch";"2 - 52";"51467";"Katterbach"
"Rotdornweg";"1 - 1";"51429";"Moitzfeld"
"Rotdornweg";"2 - 2";"51429";"Moitzfeld"
"Rotdornweg";"3 - 21";"51429";"Moitzfeld"
"Rotdornweg";"10 - 10";"51429";"Moitzfeld"
"Rothbroicher Straße";"1 - 13";"51467";"Schildgen"
"Rothbroicher Straße";"4 - 20";"51467";"Schildgen"
"Rotkäppchenweg";"1 - 19";"51469";"Heidkamp"
"Rotkäppchenweg";"2 - 16";"51469";"Heidkamp"
"Rottland";"1 - 4";"51429";"Asselborn"
"Rottland";"5 - 7";"51429";"Asselborn"
"Rottweg";"2 - 10";"51429";"Asselborn"
"Rottweg";"5 - 5";"51429";"Asselborn"
"Saaler Mühle";"1 - 8";"51429";"Kippekausen"
"Saaler Straße";"4 - 18";"51429";"Lückerath"
"Saaler Straße";"5 - 23";"51429";"Lückerath"
"Saaler Straße";"29 - 47";"51429";"Lückerath"
"Saaler Straße";"30 - 30";"51429";"Lückerath"
"Saaler Straße";"36 - 36";"51429";"Lückerath"
"Saaler Straße";"40 - 58";"51429";"Lückerath"
"Saaler Straße";"51 - 75";"51429";"Lückerath"
"Saaler Straße";"79 - 85";"51429";"Lückerath"
"Saaler Straße";"89 - 97";"51429";"Lückerath"
"Saaler Straße";"100 - 100";"51429";"Kippekausen"
"Saalermühlenweg";"999 - 999";"51427";"Kippekausen"
"Salamanderweg";"1 - 5";"51427";"Frankenforst"
"Salamanderweg";"2 - 16";"51427";"Frankenforst"
"Salamanderweg";"7 - 17";"51427";"Frankenforst"
"Sandberg";"1 - 1";"51427";"Refrath"
"Sandberg";"4 - 4";"51427";"Refrath"
"Sandberg";"6 - 8";"51427";"Refrath"
"Sandbüchel";"1 - 9";"51427";"Alt-Refrath"
"Sandbüchel";"4 - 6";"51427";"Alt-Refrath"
"Sandbüchel";"8 - 36";"51427";"Alt-Refrath"
"Sandbüchel";"13 - 35";"51427";"Alt-Refrath"
"Sandbüchel";"43 - 49";"51427";"Alt-Refrath"
"Sander Aue";"1 - 13";"51465";"Stadtmitte"
"Sander Aue";"8 - 34";"51465";"Stadtmitte"
"Sander Aue";"36 - 36";"51465";"Stadtmitte"
"Sander Heide";"1 - 1";"51465";"Sand"
"Sander Heide";"2 - 2";"51465";"Sand"
"Sander Höhe";"1 - 17";"51465";"Sand"
"Sander Höhe";"2 - 16";"51465";"Sand"
"Sander Höhe";"18 - 18";"51465";"Sand"
"Sander Straße";"7 - 73";"51465";"Stadtmitte"
"Sander Straße";"16 - 40";"51465";"Stadtmitte"
"Sander Straße";"46 - 88";"51465";"Stadtmitte"
"Sander Straße";"75 - 129";"51465";"Stadtmitte"
"Sander Straße";"92 - 112";"51465";"Stadtmitte"
"Sander Straße";"130 - 130";"51465";"Stadtmitte"
"Sander Straße";"131 - 137";"51465";"Stadtmitte"
"Sander Straße";"148 - 150";"51465";"Sand"
"Sander Straße";"152 - 206";"51465";"Sand"
"Sander Straße";"210 - 228";"51465";"Sand"
"Sankt-Antonius-Straße";"1 - 13";"51429";"Herkenrath"
"Sankt-Antonius-Straße";"2 - 22";"51429";"Herkenrath"
"Sankt-Antonius-Straße";"17 - 17";"51429";"Herkenrath"
"Sankt-Josef-Straße";"1 - 15";"51469";"Heidkamp"
"Sankt-Josef-Straße";"2 - 42";"51469";"Heidkamp"
"Sankt-Josef-Straße";"17 - 19";"51469";"Heidkamp"
"Sankt-Konrad-Straße";"1 - 5";"51469";"Hand"
"Sankt-Konrad-Straße";"2 - 14";"51469";"Hand"
"Sattlerweg";"1 - 75";"51429";"Bockenberg"
"Sattlerweg";"8 - 32";"51429";"Bockenberg"
"Sauerbruchstraße";"1 - 13";"51465";"Stadtmitte"
"Sauerbruchstraße";"2 - 28";"51465";"Stadtmitte"
"Scharrenbroichweg";"1 - 15";"51427";"Alt-Refrath"
"Scharrenbroichweg";"4 - 10";"51427";"Alt-Refrath"
"Scharrenbroichweg";"12 - 24";"51427";"Alt-Refrath"
"Scharrenbroichweg";"17 - 37";"51427";"Alt-Refrath"
"Scharrenbroichweg";"30 - 36";"51427";"Alt-Refrath"
"Schau ins Land";"1 - 25";"51429";"Bensberg"
"Schau ins Land";"8 - 26";"51429";"Bensberg"
"Scheidtbachstraße";"1 - 5";"51469";"Heidkamp"
"Scheidtbachstraße";"2 - 36";"51469";"Heidkamp"
"Scheidtbachstraße";"9 - 23";"51469";"Heidkamp"
"Scherpenbach";"1 - 9";"51465";"Sand"
"Scheurenhöfchen";"1 - 1";"51429";"Bärbroich"
"Schiff";"1 - 5";"51465";"Herrenstrunden"
"Schifferberg";"1 - 41";"51465";"Herrenstrunden"
"Schifferberg";"2 - 34";"51465";"Herrenstrunden"
"Schilfweg";"1 - 45";"51469";"Paffrath"
"Schilfweg";"2 - 74";"51469";"Paffrath"
"Schillerstraße";"1 - 7";"51429";"Herkenrath"
"Schillerstraße";"2 - 32";"51429";"Herkenrath"
"Schillerstraße";"9 - 25";"51429";"Herkenrath"
"Schimmelsberg";"22 - 22";"51465";"Herrenstrunden"
"Schlagbaumweg";"3 - 7";"51467";"Katterbach"
"Schlagbaumweg";"6 - 20";"51467";"Katterbach"
"Schlagbaumweg";"11 - 21";"51467";"Katterbach"
"Schlagbaumweg";"22 - 48";"51467";"Schildgen"
"Schlagbaumweg";"23 - 39";"51467";"Schildgen"
"Schlebuscher Straße";"1 - 17";"51467";"Schildgen"
"Schlehecken";"1 - 7";"51429";"Bensberg"
"Schlehecken";"2 - 10";"51429";"Bensberg"
"Schlehecken";"9 - 33";"51429";"Bensberg"
"Schlehecken";"16 - 20";"51429";"Bensberg"
"Schlodderdicher Weg";"1 - 39";"51469";"Gronau"
"Schlodderdicher Weg";"10 - 46";"51469";"Gronau"
"Schlodderdicher Weg";"48 - 80";"51469";"Gronau"
"Schlodderdicher Weg";"59 - 65";"51469";"Gronau"
"Schlodderdicher Weg";"73 - 97";"51469";"Gronau"
"Schlodderdicher Weg";"84 - 100";"51469";"Gronau"
"Schloßfeldweg";"1 - 17";"51429";"Bensberg"
"Schloßfeldweg";"2 - 12";"51429";"Bensberg"
"Schloßfeldweg";"31 - 31";"51429";"Kaule"
"Schloßfeldweg";"34 - 38";"51429";"Kaule"
"Schloßfeldweg";"42 - 42";"51429";"Kaule"
"Schloßfeldweg";"47 - 83";"51429";"Kaule"
"Schloßfeldweg";"48 - 62";"51429";"Kaule"
"Schloßstraße";"1 - 15";"51429";"Bensberg"
"Schloßstraße";"2 - 78";"51429";"Bensberg"
"Schloßstraße";"21 - 21";"51429";"Bensberg"
"Schloßstraße";"23 - 85";"51429";"Bensberg"
"Schloßstraße";"80 - 86";"51429";"Bensberg"
"Schloßstraße";"87 - 87";"51429";"Bensberg"
"Schluchterheide";"2 - 38";"51469";"Gronau"
"Schluchterheide";"3 - 11";"51469";"Gronau"
"Schluchterheide";"13 - 25";"51469";"Gronau"
"Schmalzgrube";"1 - 8";"51465";"Sand"
"Schmidt-Blegge-Straße";"1 - 23";"51469";"Hand"
"Schmidt-Blegge-Straße";"2 - 2";"51469";"Hand"
"Schmidt-Blegge-Straße";"4 - 8";"51469";"Hand"
"Schmidt-Blegge-Straße";"10 - 16";"51469";"Paffrath"
"Schmidt-Blegge-Straße";"18 - 44";"51469";"Paffrath"
"Schmidt-Blegge-Straße";"25 - 25";"51469";"Paffrath"
"Schmidt-Blegge-Straße";"27 - 29";"51469";"Paffrath"
"Schmidt-Blegge-Straße";"31 - 41";"51469";"Paffrath"
"Schmidt-Blegge-Straße";"43 - 43";"51469";"Paffrath"
"Schmidt-Blegge-Straße";"46 - 50";"51469";"Paffrath"
"Schmillenburg";"1 - 25";"51467";"Katterbach"
"Schmillenburg";"2 - 22";"51467";"Katterbach"
"Schmillengäßchen";"1 - 5";"51427";"Kippekausen"
"Schmitzheide";"2 - 5";"51465";"Sand"
"Schnabelsmühle";"999 - 999";"51465";"Stadtmitte"
"Schneewittchenweg";"1 - 5";"51469";"Heidkamp"
"Schneewittchenweg";"6 - 11";"51469";"Heidkamp"
"Schneppruthe";"2 - 98";"51469";"Hand"
"Schneppruthe";"3 - 9";"51469";"Hand"
"Schneppruthe";"51 - 67";"51469";"Hand"
"Schneppruthe";"71 - 85";"51469";"Hand"
"Schreibersheide";"1 - 21";"51469";"Heidkamp"
"Schreibersheide";"2 - 34";"51469";"Heidkamp"
"Schreibersheide";"31 - 41";"51469";"Heidkamp"
"Schreibersheide";"36 - 36";"51469";"Heidkamp"
"Schreibersheide";"38 - 44";"51469";"Heidkamp"
"Schreibersheide";"45 - 53";"51469";"Heidkamp"
"Schreibersheide";"46 - 46";"51469";"Heidkamp"
"Schubertstraße";"1 - 11";"51427";"Frankenforst"
"Schubertstraße";"2 - 30";"51427";"Frankenforst"
"Schubertstraße";"15 - 41";"51427";"Frankenforst"
"Schüllenbusch";"1 - 13";"51467";"Schildgen"
"Schüllenbusch";"2 - 8";"51467";"Schildgen"
"Schulstraße";"1 - 29";"51465";"Sand"
"Schulstraße";"4 - 4";"51465";"Sand"
"Schulstraße";"12 - 40";"51465";"Sand"
"Schulstraße";"39 - 61";"51465";"Sand"
"Schulstraße";"54 - 94";"51465";"Sand"
"Schulstraße";"69 - 87";"51465";"Sand"
"Schützenstraße";"2 - 68";"51465";"Stadtmitte"
"Schützenstraße";"5 - 39";"51465";"Stadtmitte"
"Schützenstraße";"59 - 75";"51465";"Stadtmitte"
"Schützheide";"3 - 41";"51465";"Sand"
"Schützheide";"6 - 18";"51465";"Sand"
"Schützheide";"20 - 32";"51465";"Sand"
"Schützheide";"34 - 38";"51465";"Sand"
"Schützheider Weg";"1 - 19";"51465";"Stadtmitte"
"Schützheider Weg";"2 - 26";"51465";"Stadtmitte"
"Schützheider Weg";"23 - 51";"51465";"Stadtmitte"
"Schützheider Weg";"32 - 38";"51465";"Stadtmitte"
"Schwalbenweg";"1 - 1";"51467";"Schildgen"
"Schwalbenweg";"10 - 16";"51467";"Schildgen"
"Schwerfelstraße";"1 - 3";"51427";"Refrath"
"Schwerfelstraße";"5 - 5";"51427";"Refrath"
"Schwerfelstraße";"7 - 25";"51427";"Refrath"
"Schwerfelstraße";"8 - 8";"51427";"Refrath"
"Schwerfelstraße";"10 - 46";"51427";"Refrath"
"Schwester-Consolata-Platz";"998 - 998";"51427";"Lustheide"
"Schwester-Matthia-Weg";"998 - 998";"51429";"Bensberg"
"Seelsheide";"2 - 32";"51467";"Katterbach"
"Seelsheide";"3 - 17";"51467";"Katterbach"
"Seelsheide";"19 - 25";"51467";"Katterbach"
"Seelsheider Wiese";"1 - 23";"51467";"Katterbach"
"Seelsheider Wiese";"4 - 16";"51467";"Katterbach"
"Senefelderstraße";"2 - 4";"51469";"Heidkamp"
"Senefelderstraße";"7 - 7";"51469";"Heidkamp"
"Senefelderstraße";"10 - 16";"51469";"Heidkamp"
"Senefelderstraße";"11 - 15";"51469";"Heidkamp"
"Senefelderstraße";"22 - 28";"51469";"Heidkamp"
"Senefelderstraße";"23 - 23";"51469";"Heidkamp"
"Senefelderstraße";"25 - 25";"51469";"Heidkamp"
"Senefelderstraße";"42 - 44";"51469";"Heidkamp"
"Severinsplatz";"998 - 998";"51465";"Sand"
"Siebenmorgen";"4 - 20";"51427";"Refrath"
"Siebenmorgen";"7 - 25";"51427";"Refrath"
"Siebenmorgen";"22 - 38";"51427";"Refrath"
"Siebenmorgen";"35 - 47";"51427";"Refrath"
"Siebenmorgen";"40 - 44";"51427";"Refrath"
"Siedlerstraße";"1 - 13";"51427";"Kippekausen"
"Siedlerstraße";"2 - 10";"51427";"Kippekausen"
"Siefen";"1 - 17";"51467";"Romaney"
"Siefen";"2 - 20";"51467";"Romaney"
"Siefen";"21 - 23";"51467";"Romaney"
"Siefen";"24 - 24";"51467";"Romaney"
"Siefen";"27 - 33";"51467";"Romaney"
"Siefen";"28 - 28";"51467";"Romaney"
"Siefer Hof";"2 - 16";"51429";"Asselborn"
"Siefer Hof";"7 - 13";"51429";"Asselborn"
"Siegenstraße";"4 - 12";"51427";"Refrath"
"Siegenstraße";"14 - 27";"51427";"Refrath"
"Siegenstraße";"28 - 45";"51427";"Refrath"
"Siegenstraße";"47 - 47";"51427";"Refrath"
"Sieglindenweg";"2 - 4";"51469";"Gronau"
"Sieglindenweg";"8 - 16";"51469";"Gronau"
"Sieglindenweg";"17 - 21";"51469";"Gronau"
"Sieglindenweg";"18 - 20";"51469";"Gronau"
"Sieglindenweg";"22 - 22";"51469";"Heidkamp"
"Sieglindenweg";"25 - 25";"51469";"Heidkamp"
"Sigbertstraße";"Hausnummer 1 geprüft";"51427";"Google Maps: Bergisch Gladbach-Bensberg"
"Silberkaule";"1 - 5";"51429";"Asselborn"
"Silberkaule";"2 - 4";"51429";"Asselborn"
"Silberkauler Weg";"1 - 5";"51429";"Asselborn"
"Silberkauler Weg";"2 - 6";"51429";"Asselborn"
"Silberkauler Weg";"14 - 28";"51429";"Asselborn"
"Silberkauler Weg";"15 - 27";"51429";"Asselborn"
"Simonswiese";"1 - 17";"51427";"Alt-Refrath"
"Simonswiese";"2 - 8";"51427";"Alt-Refrath"
"Simonswiese";"18 - 32";"51427";"Alt-Refrath"
"Simonswiese";"19 - 35";"51427";"Alt-Refrath"
"Sonnenweg";"1 - 43";"51465";"Stadtmitte"
"Sonnenweg";"2 - 52";"51465";"Stadtmitte"
"Sonnenwinkel";"1 - 15";"51429";"Bensberg"
"Sonnenwinkel";"4 - 6";"51429";"Bensberg"
"Sperberweg";"1 - 21";"51427";"Refrath"
"Sperberweg";"2 - 18";"51427";"Refrath"
"St.-Apollonia-Weg";"5 - 11";"51465";"Sand"
"St.-Apollonia-Weg";"6 - 12";"51465";"Sand"
"St.-Rochus-Weg";"1 - 1";"51465";"Sand"
"St.-Severin-Weg";"1 - 11";"51465";"Sand"
"St.-Severin-Weg";"6 - 10";"51465";"Sand"
"Stachelsgut";"1 - 43";"51427";"Alt-Refrath"
"Stachelsgut";"2 - 20";"51427";"Alt-Refrath"
"Stachelsgut";"28 - 40";"51427";"Alt-Refrath"
"Stahlhuthstraße";"1 - 9";"51429";"Bensberg"
"Stahlhuthstraße";"2 - 6";"51429";"Bensberg"
"Starenweg";"1 - 31";"51467";"Schildgen"
"Starenweg";"2 - 36";"51467";"Schildgen"
"Stationsstraße";"3 - 9";"51465";"Stadtmitte"
"Stationsstraße";"71 - 73";"51465";"Stadtmitte"
"Stauffenbergstraße";"3 - 11";"51427";"Kippekausen"
"Stauffenbergstraße";"4 - 12";"51427";"Kippekausen"
"Stegerwaldstraße";"1 - 5";"51427";"Frankenforst"
"Stegerwaldstraße";"4 - 16";"51427";"Frankenforst"
"Steinacker";"10 - 10";"51429";"Moitzfeld"
"Steinacker";"13 - 19";"51429";"Moitzfeld"
"Steinacker";"26 - 26";"51429";"Moitzfeld"
"Steinacker";"34 - 56";"51429";"Moitzfeld"
"Steinacker";"35 - 61";"51429";"Moitzfeld"
"Steinacker";"58 - 76";"51429";"Moitzfeld"
"Steinbacher Weg";"1 - 9";"51429";"Asselborn"
"Steinbacher Weg";"2 - 6";"51429";"Asselborn"
"Steinbacher Weg";"8 - 8";"51429";"Asselborn"
"Steinbreche";"1 - 3";"51427";"Refrath"
"Steinbreche";"12 - 30";"51427";"Refrath"
"Steinbrecher Weg";"2 - 2";"51427";"Refrath"
"Steinbrecher Weg";"3 - 3";"51427";"Refrath"
"Steinbrecher Weg";"4 - 26";"51427";"Refrath"
"Steinbrecher Weg";"9 - 27";"51427";"Refrath"
"Steinbrecher Weg";"28 - 42";"51427";"Refrath"
"Steinbrecher Weg";"31 - 37";"51427";"Refrath"
"Steinbrecher Weg";"43 - 53";"51427";"Refrath"
"Steinbrecher Weg";"44 - 54";"51427";"Refrath"
"Steinenberg";"1 - 13";"51429";"Lückerath"
"Steinenberg";"2 - 16";"51429";"Lückerath"
"Steinenkamp";"1 - 51";"51469";"Paffrath"
"Steinenkamp";"2 - 76";"51469";"Paffrath"
"Steingartenweg";"1 - 7";"51465";"Stadtmitte"
"Steingartenweg";"2 - 6";"51465";"Stadtmitte"
"Steinhaus";"1 - 1";"51429";"Bockenberg"
"Steinknippen";"1 - 19";"51469";"Paffrath"
"Steinknippen";"2 - 28";"51469";"Paffrath"
"Steinmetzstraße";"6 - 32";"51427";"Refrath"
"Steinmetzstraße";"15 - 25";"51427";"Refrath"
"Steinstraße";"1 - 3";"51429";"Bensberg"
"Steinstraße";"2 - 10";"51429";"Bensberg"
"Steinstraße";"19 - 19";"51429";"Bensberg"
"Steinstraße";"30 - 30";"51429";"Bensberg"
"Steinstraße";"45 - 45";"51429";"Bensberg"
"Steinstraße";"59 - 69";"51429";"Bensberg"
"Sterntalerweg";"13 - 29";"51469";"Heidkamp"
"Sterntalerweg";"16 - 28";"51469";"Heidkamp"
"Sterntalerweg";"30 - 52";"51469";"Heidkamp"
"Sterntalerweg";"37 - 49";"51469";"Heidkamp"
"Stettiner Straße";"1 - 5";"51469";"Hand"
"Stettiner Straße";"2 - 4";"51469";"Hand"
"Steufelsberg";"1 - 12";"51465";"Stadtmitte"
"Stockberg";"2 - 2";"51429";"Bärbroich"
"Sträßchen Siefen";"2 - 4";"51467";"Katterbach"
"Sträßchen Siefen";"3 - 49";"51467";"Katterbach"
"Sträßchen Siefen";"6 - 16";"51467";"Katterbach"
"Sträßchen Siefen";"18 - 52";"51467";"Katterbach"
"Straßen";"2 - 28";"51429";"Herkenrath"
"Straßen";"3 - 21";"51429";"Herkenrath"
"Straßen";"29 - 33";"51429";"Herkenrath"
"Straßen";"34 - 76";"51429";"Herkenrath"
"Straßen";"41 - 45";"51429";"Herkenrath"
"Straßen";"47 - 71";"51429";"Herkenrath"
"Straßen";"81 - 107";"51429";"Herkenrath"
"Straßen";"82 - 94";"51429";"Herkenrath"
"Straßen";"96 - 108";"51429";"Herkenrath"
"Straßen";"111 - 119";"51429";"Herkenrath"
"Strunder Delle";"3 - 3";"51465";"Herrenstrunden"
"Strunder Delle";"6 - 36";"51465";"Herrenstrunden"
"Strunder Delle";"7 - 15";"51465";"Herrenstrunden"
"Strunder Weg";"999 - 999";"51427";"Refrath"
"Sudermannstraße";"5 - 19";"51427";"Refrath"
"Sudermannstraße";"19 - 31";"51427";"Refrath"
"Sudermannstraße";"26 - 26";"51427";"Refrath"
"Sudermannstraße";"28 - 30";"51427";"Refrath"
"Talblick";"1 - 21";"51429";"Herkenrath"
"Talweg";"1 - 1";"51469";"Heidkamp"
"Talweg";"2 - 18";"51469";"Heidkamp"
"Talweg";"3 - 17";"51469";"Heidkamp"
"Talweg";"19 - 65";"51469";"Heidkamp"
"Talweg";"20 - 28";"51469";"Heidkamp"
"Talweg";"30 - 32";"51469";"Heidkamp"
"Talweg";"34 - 56";"51469";"Heidkamp"
"Tannenbergstraße";"5 - 33";"51465";"Stadtmitte"
"Tannenbergstraße";"32 - 32";"51465";"Stadtmitte"
"Tannenbergstraße";"36 - 36";"51465";"Stadtmitte"
"Tannenbergstraße";"53 - 55";"51465";"Gronau"
"Tannenweg";"1 - 1";"51467";"Schildgen"
"Taubenstraße";"1 - 3";"51427";"Frankenforst"
"Taubenstraße";"2 - 4";"51427";"Frankenforst"
"Taubenstraße";"11 - 13";"51427";"Frankenforst"
"Taubenstraße";"15 - 25";"51427";"Frankenforst"
"Taubenstraße";"18 - 36";"51427";"Frankenforst"
"Taubenstraße";"44 - 54";"51427";"Frankenforst"
"Theodor-Fliedner-Straße";"1 - 1";"51469";"Hand"
"Theodor-Fliedner-Straße";"2 - 12";"51469";"Hand"
"Theodor-Fliedner-Straße";"7 - 63";"51469";"Hand"
"Theodor-Storm-Straße";"1 - 5";"51429";"Kaule"
"Theodor-Storm-Straße";"2 - 12";"51429";"Kaule"
"Theodorstraße";"5 - 25";"51467";"Hebborn"
"Theodorstraße";"10 - 22";"51467";"Hebborn"
"Thielenbrucher Hof";"1 - 5";"51469";"Gronau"
"Thielenbrucher Hof";"2 - 4";"51469";"Gronau"
"Thielenbrucher Straße";"Thielenbrucher Hof 1 - 5";"51469";"Gronau"
"Thielenbrucher Straße";"Thielenbrucher Hof 2 - 4";"51469";"Gronau"
"Thomas-Mann-Straße";"1 - 7";"51429";"Herkenrath"
"Thomas-Mann-Straße";"2 - 4";"51429";"Herkenrath"
"Thomas-Mann-Straße";"6 - 24";"51429";"Herkenrath"
"Thomas-Mann-Straße";"9 - 27";"51429";"Herkenrath"
"Thorner Straße";"2 - 26";"51469";"Hand"
"Thorner Straße";"5 - 23";"51469";"Hand"
"Thorner Straße";"35 - 35";"51469";"Hand"
"Thüringer Straße";"1 - 19";"51469";"Hand"
"Thüringer Straße";"2 - 20";"51469";"Hand"
"Töpferweg";"2 - 34";"51469";"Paffrath"
"Töpferweg";"3 - 37";"51469";"Paffrath"
"Töpferweg";"36 - 38";"51469";"Paffrath"
"Torringen";"3 - 13";"51467";"Katterbach"
"Trotzenburg";"1 - 1";"51465";"Herrenstrunden"
"Trotzenburg";"2 - 3";"51465";"Herrenstrunden"
"Trotzenburger Weg";"1 - 3";"51465";"Herrenstrunden"
"Trotzenburger Weg";"6 - 8";"51465";"Herrenstrunden"
"Tulpenstraße";"1 - 3";"51427";"Frankenforst"
"Tulpenstraße";"4 - 6";"51427";"Frankenforst"
"Tulpenstraße";"5 - 7";"51427";"Frankenforst"
"Tulpenstraße";"9 - 25";"51427";"Frankenforst"
"Tulpenstraße";"12 - 12";"51427";"Frankenforst"
"Tulpenstraße";"14 - 20";"51427";"Frankenforst"
"Tütberg";"2 - 2";"51429";"Bockenberg"
"Überm Rost";"2 - 16";"51465";"Stadtmitte"
"Überm Rost";"13 - 17";"51465";"Stadtmitte"
"Uhlandstraße";"1 - 7";"51429";"Herkenrath"
"Uhlandstraße";"2 - 4";"51429";"Herkenrath"
"Uhlweg";"1 - 7";"51429";"Kaule"
"Uhlweg";"2 - 14";"51429";"Kaule"
"Uhlweg";"7 - 7";"51429";"Kaule"
"Uhlweg";"9 - 11";"51429";"Kaule"
"Uhlweg";"16 - 20";"51429";"Kaule"
"Ulmenallee";"1 - 9";"51427";"Frankenforst"
"Ulmenallee";"2 - 10";"51427";"Frankenforst"
"Unter den Buchen";"1 - 3";"51469";"Heidkamp"
"Unter den Buchen";"4 - 8";"51469";"Heidkamp"
"Unter den Ulmen";"1 - 21";"51469";"Heidkamp"
"Unter den Ulmen";"2 - 12";"51469";"Heidkamp"
"Unterasselborn";"2 - 10";"51429";"Asselborn"
"Unterasselborn";"3 - 3";"51429";"Asselborn"
"Unterboschbach";"6 - 36";"51467";"Hebborn"
"Unterboschbach";"9 - 67";"51467";"Hebborn"
"Unterdreispringen";"2 - 20";"51429";"Bärbroich"
"Unterhebborn";"1 - 19";"51467";"Hebborn"
"Unterhebborn";"2 - 28";"51467";"Hebborn"
"Unterheider Weg";"1 - 43";"51429";"Asselborn"
"Unterheider Weg";"2 - 38";"51429";"Asselborn"
"Unterholz";"1 - 7";"51467";"Romaney"
"Unterholz";"8 - 12";"51467";"Romaney"
"Unterhombach";"1 - 5";"51429";"Herrenstrunden"
"Unterhombach";"4 - 6";"51429";"Herrenstrunden"
"Unterkülheim";"1 - 4";"51429";"Bärbroich"
"Unterscheider Weg";"1 - 11";"51467";"Schildgen"
"Unterscheider Weg";"4 - 42";"51467";"Schildgen"
